theorem_name,node_id,parent_id,node_type,state_text,tactic,step_logprob,cumulative_logprob,depth,ppl,order_of_expansion,error_message,path_from_root,on_success_path
Algebra.map_leftMulMatrix_localization,10,8.0,ErrorNode,,-- The given goal is to prove that the image of the product of `a` and `b j` under the `Rₘ`-algebra map is equal to the image of the product of the images of `a` and `b j` under the `Sₘ`-algebra map.,-0.3228683093237498,-3.1972703002362124,4,2.2240226819593376,-1,<stdin>:1:199: unexpected end of input,"[0, 5, 6, 8]",False
Algebra.map_leftMulMatrix_localization,11,8.0,ErrorNode,,"simp [Basis.constr_basis, Algebra.smul_def, IsScalarTower.algebraMap_apply]",-0.33195424962926795,-3.2063562405417305,4,2.2290802582208307,-1,simp made no progress,"[0, 5, 6, 8]",False
Algebra.map_leftMulMatrix_localization,12,8.0,ErrorNode,,"simp [IsScalarTower.algebraMap_eq R Rₘ Sₘ, Algebra.smul_def]",-0.33656582567426896,-3.2109678165867317,4,2.2316516334778815,-1,simp made no progress,"[0, 5, 6, 8]",False
Algebra.map_leftMulMatrix_localization,13,8.0,ErrorNode,,-- Use the `ext` tactic to prove equality by proving the equality of all components.,-0.7642425960964627,-3.6386445870089252,4,2.483480855236615,-1,<stdin>:1:84: unexpected end of input,"[0, 5, 6, 8]",False
Algebra.map_leftMulMatrix_localization,14,8.0,ErrorNode,,-- Use the fact that the isomorphism respects the algebra structure and the localizations.,-0.9340635538101196,-3.808465544722582,4,2.591187814407087,-1,<stdin>:1:90: unexpected end of input,"[0, 5, 6, 8]",False
Algebra.map_leftMulMatrix_localization,15,8.0,ErrorNode,,exact?,-1.31787109375,-4.192273084662462,4,2.8521362393398464,-1,`exact?` could not close the goal. Try `apply?` to see partial suggestions.,"[0, 5, 6, 8]",False
Algebra.map_leftMulMatrix_localization,16,6.0,ErrorNode,,"simp [leftMulMatrix_eq_repr_mul, Algebra.smul_def, IsScalarTower.coe_toAlgHom',",-0.1966312393065422,-2.879766328427909,3,2.611493054938484,-1,<stdin>:1:79: unexpected end of input; expected ']',"[0, 5, 6]",False
Algebra.map_leftMulMatrix_localization,17,6.0,InternalNode,"case a
R : Type u_1
S : Type u_2
inst✝¹⁴ : CommRing R
inst✝¹³ : CommRing S
inst✝¹² : Algebra R S
Rₘ : Type u_3
Sₘ : Type u_4
inst✝¹¹ : CommRing Rₘ
inst✝¹⁰ : Algebra R Rₘ
inst✝⁹ : CommRing Sₘ
inst✝⁸ : Algebra S Sₘ
M : Submonoid R
inst✝⁷ : IsLocalization M Rₘ
inst✝⁶ : IsLocalization (algebraMapSubmonoid S M) Sₘ
inst✝⁵ : Algebra Rₘ Sₘ
inst✝⁴ : Algebra R Sₘ
inst✝³ : IsScalarTower R Rₘ Sₘ
inst✝² : IsScalarTower R S Sₘ
ι : Type u_5
inst✝¹ : Fintype ι
inst✝ : DecidableEq ι
b : Basis ι R S
a : S
i j : ι
⊢ (algebraMap R Rₘ) ((b.repr (a * b j)) i) =
    ((Basis.ofIsLocalizedModule Rₘ M (IsScalarTower.toAlgHom R S Sₘ).toLinearMap b).repr
        ((algebraMap S Sₘ) a * (algebraMap S Sₘ) (b j)))
      i","simp [leftMulMatrix_eq_repr_mul, Algebra.smul_def, IsScalarTower.coe_toAlgHom', IsScalarTower.coe_toAlgHom]",-0.22061159497215635,-2.903746684093523,3,2.632451552806943,5,,"[0, 5, 6]",False
Algebra.map_leftMulMatrix_localization,18,17.0,InternalNode,"case a
R : Type u_1
S : Type u_2
inst✝¹⁴ : CommRing R
inst✝¹³ : CommRing S
inst✝¹² : Algebra R S
Rₘ : Type u_3
Sₘ : Type u_4
inst✝¹¹ : CommRing Rₘ
inst✝¹⁰ : Algebra R Rₘ
inst✝⁹ : CommRing Sₘ
inst✝⁸ : Algebra S Sₘ
M : Submonoid R
inst✝⁷ : IsLocalization M Rₘ
inst✝⁶ : IsLocalization (algebraMapSubmonoid S M) Sₘ
inst✝⁵ : Algebra Rₘ Sₘ
inst✝⁴ : Algebra R Sₘ
inst✝³ : IsScalarTower R Rₘ Sₘ
inst✝² : IsScalarTower R S Sₘ
ι : Type u_5
inst✝¹ : Fintype ι
inst✝ : DecidableEq ι
b : Basis ι R S
a : S
i j : ι
⊢ (algebraMap R Rₘ) ((b.repr (a * b j)) i) = (⋯.repr ⟨(algebraMap S Sₘ) a * (algebraMap S Sₘ) (b j), ⋯⟩) i","simp [Basis.ofIsLocalizedModule, IsScalarTower.coe_toAlgHom', Algebra.id.smul_eq_mul, mul_assoc]",-0.20733944145408836,-2.8744019909124625,3,2.6068275839864086,4,,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,19,17.0,ErrorNode,,"simp [Basis.ofIsLocalizedModule, IsScalarTower.coe_toAlgHom', Algebra.id.map_eq_id,",-0.2138739638030529,-3.117620647896576,4,2.18017502870347,-1,<stdin>:1:83: unexpected end of input; expected ']',"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,20,17.0,InternalNode,"case a
R : Type u_1
S : Type u_2
inst✝¹⁴ : CommRing R
inst✝¹³ : CommRing S
inst✝¹² : Algebra R S
Rₘ : Type u_3
Sₘ : Type u_4
inst✝¹¹ : CommRing Rₘ
inst✝¹⁰ : Algebra R Rₘ
inst✝⁹ : CommRing Sₘ
inst✝⁸ : Algebra S Sₘ
M : Submonoid R
inst✝⁷ : IsLocalization M Rₘ
inst✝⁶ : IsLocalization (algebraMapSubmonoid S M) Sₘ
inst✝⁵ : Algebra Rₘ Sₘ
inst✝⁴ : Algebra R Sₘ
inst✝³ : IsScalarTower R Rₘ Sₘ
inst✝² : IsScalarTower R S Sₘ
ι : Type u_5
inst✝¹ : Fintype ι
inst✝ : DecidableEq ι
b : Basis ι R S
a : S
i j : ι
⊢ (algebraMap R Rₘ) ((b.repr (a * b j)) i) = (⋯.repr ⟨(algebraMap S Sₘ) a * (algebraMap S Sₘ) (b j), ⋯⟩) i","simp [Basis.ofIsLocalizedModule, IsScalarTower.coe_toAlgHom', Algebra.smul_def]",-0.21754423914284543,-2.8744019909124625,3,2.6068275839864086,4,,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,21,17.0,ErrorNode,,"simp [IsScalarTower.coe_toAlgHom', Algebra.smul_def, Algebra.id.smul_eq_mul, mul_assoc]",-0.26356609331236946,-3.1673127774058925,4,2.2074283476013994,-1,simp made no progress,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,22,17.0,ErrorNode,,"simp [Basis.ofIsLocalizedModule, Algebra.smul_def, IsScalarTower.coe_toAlgHom',",-0.26981635340328874,-3.173563037496812,4,2.21088029417067,-1,<stdin>:1:79: unexpected end of input; expected ']',"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,23,17.0,ErrorNode,,"simp [IsScalarTower.coe_toAlgHom', Algebra.smul_def, Algebra.algebraMap_eq_smul_one]",-0.29707477670727356,-3.2008214608007965,4,2.2259980240849564,-1,"tactic 'simp' failed, nested error:
maximum recursion depth has been reached
use `set_option maxRecDepth <num>` to increase limit
use `set_option diagnostics true` to get diagnostic information","[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,24,17.0,ErrorNode,,"simp [Basis.ofIsLocalizedModule_apply, Algebra.smul_def, IsScalarTower.algebraMap_apply]",-0.30972203811009724,-3.2134687222036202,4,2.233047357280378,-1,simp made no progress,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,25,17.0,ErrorNode,,"simp [IsLocalization.map_eq, Algebra.smul_def, Algebra.TensorProduct.tmul_mul_tmul]",-0.3474473568700975,-3.2511940409636204,4,2.254207590839818,-1,simp made no progress,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,26,17.0,ErrorNode,,-- Use the `rw [Basis.ofIsLocalizedModule_repr_algebraMap_mul]` lemma to rewrite the goal.,-0.3767157196998596,-3.2804624037933827,4,2.2707623246384303,-1,<stdin>:1:90: unexpected end of input,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,27,17.0,ErrorNode,,-- Use the `simp` tactic to simplify the goal by applying various simplification lemmas.,-0.45941077338324654,-3.3631574574767695,4,2.3181961561880815,-1,<stdin>:1:88: unexpected end of input,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,28,17.0,ErrorNode,,"simp [Basis.ofIsLocalizedModule_apply, mul_comm]",-0.5433661236482508,-3.4471128077417736,4,2.3673666090002055,-1,simp made no progress,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,29,17.0,ErrorNode,,exact?,-1.2877197265625,-4.191466410656023,4,2.851561111292627,-1,`exact?` could not close the goal. Try `apply?` to see partial suggestions.,"[0, 5, 6, 17]",False
Algebra.map_leftMulMatrix_localization,30,6.0,InternalNode,"case a
R : Type u_1
S : Type u_2
inst✝¹⁴ : CommRing R
inst✝¹³ : CommRing S
inst✝¹² : Algebra R S
Rₘ : Type u_3
Sₘ : Type u_4
inst✝¹¹ : CommRing Rₘ
inst✝¹⁰ : Algebra R Rₘ
inst✝⁹ : CommRing Sₘ
inst✝⁸ : Algebra S Sₘ
M : Submonoid R
inst✝⁷ : IsLocalization M Rₘ
inst✝⁶ : IsLocalization (algebraMapSubmonoid S M) Sₘ
inst✝⁵ : Algebra Rₘ Sₘ
inst✝⁴ : Algebra R Sₘ
inst✝³ : IsScalarTower R Rₘ Sₘ
inst✝² : IsScalarTower R S Sₘ
ι : Type u_5
inst✝¹ : Fintype ι
inst✝ : DecidableEq ι
b : Basis ι R S
a : S
i j : ι
⊢ (algebraMap R Rₘ) ((b.repr (a * b j)) i) =
    ((Basis.ofIsLocalizedModule Rₘ M (IsScalarTower.toAlgHom R S Sₘ).toLinearMap b).repr
        ((algebraMap S Sₘ) a * (algebraMap S Sₘ) (b j)))
      i","simp [leftMulMatrix_eq_repr_mul, Algebra.smul_def]",-0.22973620891571045,-2.903746684093523,3,2.632451552806943,5,,"[0, 5, 6]",False
Algebra.map_leftMulMatrix_localization,31,6.0,ErrorNode,,-- Use the fact that the left multiplication matrix of `b` is the same as the left multiplication matrix of the localized module's basis.,-0.4321318042689356,-3.1152668933903023,3,2.8247568717481615,-1,<stdin>:1:137: unexpected end of input,"[0, 5, 6]",False
Algebra.map_leftMulMatrix_localization,32,6.0,ErrorNode,,-- Use the fact that the algebra map commutes with the left multiplication matrix.,-0.49999170303344725,-3.183126792154814,3,2.8893809182875967,-1,<stdin>:1:82: unexpected end of input,"[0, 5, 6]",False
Algebra.map_leftMulMatrix_localization,33,6.0,ErrorNode,,exact?,-1.3492431640625,-4.032378253183866,3,3.834833754725097,-1,`exact?` could not close the goal. Try `apply?` to see partial suggestions.,"[0, 5, 6]",False
Algebra.map_leftMulMatrix_localization,34,5.0,ErrorNode,,exact?,-1.04461669921875,-3.42449951171875,2,5.5414142937501785,-1,`exact?` could not close the goal. Try `apply?` to see partial suggestions.,"[0, 5]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,35,,InternalNode,"α : Type u_1
s : Heap α
le : α → α → Bool
n : Nat
tl : Heap α
hwf : WF le n s
⊢ Batteries.BinomialHeap.Imp.Heap.tail? le s = some tl → WF le 0 tl",,0.0,0.0,0,,1,,[],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,36,35.0,InternalNode,"α : Type u_1
s : Heap α
le : α → α → Bool
n : Nat
tl : Heap α
hwf : WF le n s
⊢ ∀ (x : α × Heap α), Heap.deleteMin le s = some x → x.snd = tl → WF le 0 tl","simp_all [Batteries.BinomialHeap.Imp.Heap.tail?, WF]",-0.15099047422409057,-0.15099047422409057,1,1.1629855796890372,2,,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,37,36.0,ErrorNode,,"theorem_1 : ∀ (x : α × Heap α), Heap.deleteMin le s = some x → x.snd = tl → WF le 0 tl := by",-0.13218612372875213,-0.28317659795284267,2,1.1521022292172103,-1,<stdin>:1:1: unknown tactic,"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,38,36.0,ErrorNode,,"theorem_claim : ∀ (x : α × Heap α), Heap.deleteMin le s = some x → x.snd = tl → WF le 0 tl := by",-0.17710496485233307,-0.32809543907642363,2,1.1782705402772622,-1,<stdin>:1:1: unknown tactic,"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,39,36.0,ErrorNode,,"simp_all [Heap.deleteMin, Heap.isEmpty, List.get?, List.get?, List.get?, List.get?, List.get?, List.get?,",-0.2760335677548459,-0.42702404197893645,2,1.238018380384549,-1,<stdin>:1:105: unexpected end of input; expected ']',"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,40,36.0,ErrorNode,,"simp_all [Heap.deleteMin, Heap.merge, List.merge, List.mergeSort, List.pairwise_iff_get]",-0.27603617310523987,-0.42702664732933043,2,1.238019993121437,-1,"unknown constant 'List.merge'
unknown constant 'List.mergeSort'
unknown constant 'List.pairwise_iff_get'","[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,41,36.0,ErrorNode,,"simp_all [Heap.deleteMin, Heap.merge, List.merge]",-0.33529887596766156,-0.4862893501917521,2,1.2752531081387024,-1,unknown constant 'List.merge',"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,42,36.0,ErrorNode,,exact fun x h₁ h₂ ↦ by,-0.37748361627260846,-0.528474090496699,2,1.3024368961890445,-1,<stdin>:1:22: unexpected end of input; expected '{',"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,43,36.0,ErrorNode,,-- Use the `simp_all` tactic to simplify the goal by applying all available simplifications.,-0.41854473522731234,-0.5695352094514029,2,1.3294530336160189,-1,<stdin>:1:92: unexpected end of input,"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,44,36.0,ErrorNode,,exact fun x hx htl => by,-0.4389902750651042,-0.5899807492891948,2,1.3431134306799422,-1,<stdin>:1:24: unexpected end of input; expected '{',"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,45,36.0,ErrorNode,,exact fun x hx h => by,-0.48395347595214844,-0.6349439501762391,2,1.3736507478847522,-1,<stdin>:1:22: unexpected end of input; expected '{',"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,46,36.0,ErrorNode,,-- The `deleteMin` operation on a heap `s` with a well-founded relation `le` and a natural number `n` returns a pair `x` if the minimum element is found. The condition `x.snd = tl` implies that the heap after deletion is `tl`.,-0.5146982357150218,-0.6656887099391124,2,1.3949301676241666,-1,<stdin>:1:226: unexpected end of input,"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,47,36.0,ErrorNode,,-- Simplify the goal using the given hypotheses and definitions.,-0.8488057454427084,-0.9997962196667989,2,1.6485532907730753,-1,<stdin>:1:64: unexpected end of input,"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,48,36.0,ErrorNode,,"-- The `WF` predicate is a measure of well-foundedness, typically used in proofs of termination.",-0.8801439458673651,-1.0311344200914556,2,1.6745880756471205,-1,<stdin>:1:96: unexpected end of input,"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,49,36.0,ErrorNode,,"-- The provided tactic state does not include the full context, but based on the goal and the provided context, the most straightforward tactic to use is `simp_all`.",-0.9176569155284336,-1.0686473897525242,2,1.7062938766551419,-1,<stdin>:1:165: unexpected end of input,"[35, 36]",False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,50,35.0,InternalNode,"α : Type u_1
s : Heap α
le : α → α → Bool
n : Nat
tl : Heap α
hwf : WF le n s
⊢ ∀ (x : α × Heap α), Heap.deleteMin le s = some x → x.snd = tl → WF le 0 tl","simp [Batteries.BinomialHeap.Imp.Heap.tail?, Batteries.BinomialHeap.Imp.Heap.WF, Nat.zero_eq] at *",-0.23015848043802623,-0.15099047422409057,1,1.1629855796890372,2,,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,51,35.0,InternalNode,"α : Type u_1
s : Heap α
le : α → α → Bool
n : Nat
tl : Heap α
hwf : WF le n s
⊢ ∀ (x : α × Heap α), Heap.deleteMin le s = some x → x.snd = tl → WF le 0 tl","simp [Batteries.BinomialHeap.Imp.Heap.tail?, WF]",-0.23693274789386326,-0.15099047422409057,1,1.1629855796890372,2,,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,52,35.0,InternalNode,"α : Type u_1
s : Heap α
le : α → α → Bool
n : Nat
tl : Heap α
hwf : WF le n s
⊢ ∀ (x : α × Heap α), Heap.deleteMin le s = some x → x.snd = tl → WF le 0 tl","simp_all [WF, Batteries.BinomialHeap.Imp.Heap.tail?]",-0.2513381361961365,-0.15099047422409057,1,1.1629855796890372,2,,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,53,35.0,ErrorNode,,"simp [WF, Batteries.BinomialHeap.Imp.Heap.tail?, Batteries.BinomialHeap.Imp.Heap.Node.rank, Nat.zero_eq] at *",-0.3005454394875503,-0.3005454394875503,1,1.3505952747031402,-1,unknown constant 'Batteries.BinomialHeap.Imp.Heap.Node.rank',[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,54,35.0,ErrorNode,,"-- The proof goal is to show that if the tail of the heap `s` is `tl`, and `s` is well-formed, then `tl` is well-formed.",-0.3200461039176354,-0.3200461039176354,1,1.3771912567845914,-1,<stdin>:1:120: unexpected end of input,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,55,35.0,ErrorNode,,exact fun h => by,-0.4287109375,-0.4287109375,1,1.5352771791898825,-1,<stdin>:1:17: unexpected end of input; expected '{',[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,56,35.0,ErrorNode,,"-- Use the given lemma `Batteries.BinomialHeap.Imp.Heap.tail?_wf` to show that if `s` is well-formed, then `tl` is well-formed.",-0.4689563285736811,-0.4689563285736811,1,1.5983251960894258,-1,<stdin>:1:127: unexpected end of input,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,57,35.0,ErrorNode,,-- We use the `cases` tactic to handle the proof by considering the cases where the heap is empty or not.,-0.5460693041483561,-0.5460693041483561,1,1.726453499593937,-1,<stdin>:1:105: unexpected end of input,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,58,35.0,ErrorNode,,-- Use the fact that the tail of a well-formed heap is well-formed with respect to the same relation and with 0 elements.,-0.5524454692314411,-0.5524454692314411,1,1.7374968217238282,-1,<stdin>:1:121: unexpected end of input,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,59,35.0,ErrorNode,,-- Use the fact that the tail of a well-formed binomial heap is well-formed.,-0.5598885887547543,-0.5598885887547543,1,1.7504774665575034,-1,<stdin>:1:76: unexpected end of input,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,60,35.0,ErrorNode,,"-- We use the fact that if `s` is well-founded, then `tl` is well-founded with respect to `le` and `0`.",-0.6138426354437163,-0.6138426354437163,1,1.8475171108916968,-1,<stdin>:1:103: unexpected end of input,[35],False
Batteries.BinomialHeap.Imp.Heap.WF.tail?,61,35.0,ErrorNode,,-- Simplify the goal using the given well-foundedness condition.,-0.6721126011439732,-0.6721126011439732,1,1.958370208669986,-1,<stdin>:1:64: unexpected end of input,[35],False
CancelDenoms.cancel_factors_lt,62,,InternalNode,"α : Type u_1
inst✝ : LinearOrderedField α
a b ad bd a' b' gcd : α
ha : ad * a = a'
hb : bd * b = b'
had : 0 < ad
hbd : 0 < bd
hgcd : 0 < gcd
⊢ (a < b) = (1 / gcd * (bd * a') < 1 / gcd * (ad * b'))",,0.0,0.0,0,,1,,[],True
CancelDenoms.cancel_factors_lt,63,62.0,ErrorNode,,theorem_1 : (a < b) = (1 / gcd * (bd * a') < 1 / gcd * (ad * b')) := by,-0.11253648485456194,-0.11253648485456194,1,1.119113086846151,-1,<stdin>:1:1: unknown tactic,[62],False
CancelDenoms.cancel_factors_lt,64,62.0,InternalNode,"α : Type u_1
inst✝ : LinearOrderedField α
a b ad bd a' b' gcd : α
ha : ad * a = a'
hb : bd * b = b'
had : 0 < ad
hbd : 0 < bd
hgcd : 0 < gcd
⊢ a < b ↔ bd * (a' * gcd⁻¹) < ad * (b' * gcd⁻¹)","simp [mul_assoc, mul_comm, mul_left_comm, ha, hb, had, hbd, hgcd]",-0.1845553994178772,-0.1845553994178772,1,1.2026836074110723,2,,[62],False
CancelDenoms.cancel_factors_lt,65,64.0,ErrorNode,,`have h₁ : a < b ↔ bd * (a' * gcd⁻¹) < ad * (b' * gcd⁻¹) := by,-0.1460441748301188,-0.330599574247996,2,1.1797467385852063,-1,<stdin>:1:0: expected tactic,"[62, 64]",False
CancelDenoms.cancel_factors_lt,66,64.0,InternalNode,"α : Type u_1
inst✝ : LinearOrderedField α
a b ad bd a' b' gcd : α
ha : a * ad = a'
hb : b * bd = b'
had : 0 < ad
hbd : 0 < bd
hgcd : 0 < gcd
⊢ a < b ↔ bd * (a' * gcd⁻¹) < ad * (b' * gcd⁻¹)","simp_all [div_eq_mul_inv, mul_assoc, mul_comm, mul_left_comm]",-0.15471468589924,-0.3392700853171172,2,1.184872344541093,4,,"[62, 64]",False
